id;name;meaning;gender;origin;PeoplesCount;WhenPeoplesCount;Source
44431;Loralee;Variant of Lorelei. Siren of German legend who lured boatmen in the Rhine to destruction.;Female;German;1000;07.07.2016 10:14:16;myData.biz
44432;Loralei;Variant of Lorelei meaning she whose singing lures men to destruction.;Female;German;253;07.07.2016 10:14:25;myData.biz
44433;Loran;Form of Lorenzo and Lawrence.;Male;English;7000;07.07.2016 10:14:31;myData.biz
44434;Lorance;Modern usage. From the place of the laurel trees.;Male;English;989;07.07.2016 10:14:40;myData.biz
44435;Loranna;Variant of Laura referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Female;German;85;07.07.2016 10:14:48;myData.biz
44436;Lorant;victory;Male;Hungarian;2000;07.07.2016 10:14:55;myData.biz
44437;Lorayne;Derived from Lorraine which is the name of a province in France and a family name of French royalty.;Female;French;748;07.07.2016 10:15:05;myData.biz
44438;Lorcan;Little fierce one.;Male;Irish;2000;07.07.2016 10:15:11;myData.biz
44439;Lorda;Reference to the Virgin Mary;Female;Spanish;748;07.07.2016 10:15:19;myData.biz
44440;Lore;Flower;Female;Spanish;45000;07.07.2016 10:15:27;myData.biz
44441;Loredana;meaning unknown;Female;Romanian;26000;07.07.2016 10:15:35;myData.biz
44442;Loreen;Variant of Laura or Lora referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Female;English;4000;07.07.2016 10:15:44;myData.biz
44443;Loreene;Variant of Laura or Lora referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Female;English;56;07.07.2016 10:15:54;myData.biz
44444;Lorelai;Variant of Lorelei.;Female;German;1000;07.07.2016 10:16:00;myData.biz
44445;Lorelei;Temptress: A rocky cliff on the Rhine river dangerous to boat passage: the Lorelei whose singing lures men to destruction.;Female;German;7000;07.07.2016 10:16:07;myData.biz
44446;Lorelie;temptress;Female;German;1000;07.07.2016 10:16:17;myData.biz
44447;Loren;Form of Lorenzo and Lawrence.;Male;English;47000;07.07.2016 10:16:23;myData.biz
44448;Loren;The laurel tree or sweet bay tree symbolic of honor and victory. Old name with many variants.;Female;English;47000;07.07.2016 10:16:30;myData.biz
44449;Lorena;Variant of Laura or Lora referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Female;English;226000;07.07.2016 10:16:40;myData.biz
44450;Lorence;Modern usage. From the place of the laurel trees.;Male;English;2000;07.07.2016 10:16:49;myData.biz
44451;Lorencz;Hungarian form of Lawrence (laurel);Male;Hungarian;205;07.07.2016 10:16:56;myData.biz
44452;Lorene;Variant of Laura or Lora referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Female;English;6000;07.07.2016 10:17:04;myData.biz
44453;Lorenia;Variant of Laura or Lora referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Female;English;667;07.07.2016 10:17:13;myData.biz
44454;Lorenna;Variant of Laura or Lora referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Female;English;4000;07.07.2016 10:17:20;myData.biz
44455;Lorenz;Laurel;Male;German;34000;07.07.2016 10:17:27;myData.biz
44456;Lorenz;laurel;Male;Swiss;34000;07.07.2016 10:17:34;myData.biz
44457;Lorenza;The laurel tree or sweet bay tree symbolic of honor and victory. Old name with many variants.;Female;English;10000;07.07.2016 10:17:43;myData.biz
44458;Lorenzo;Form of Lawrence. Lorenzo de' Medici was a patron of Michaelangelo and Da Vinci.;Male;Spanish;230000;07.07.2016 10:17:51;myData.biz
44459;Loreta;Diminutive of Laura or Lora referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Female;English;5000;07.07.2016 10:17:59;myData.biz
44460;Loretta;"&quot;Small sage one.&quot; Variant, Lora, exists.";Female;Anglo;32000;07.07.2016 10:18:07;myData.biz
44461;Loretta;Pure;Female;Spanish;32000;07.07.2016 10:18:14;myData.biz
44462;Loretta;Small sage one;Female;Anglo-Saxon;32000;07.07.2016 10:18:22;myData.biz
44463;Loretta;The laurel tree or sweet bay tree symbolic of honor and victory. Old name with many variants.;Female;English;32000;07.07.2016 10:18:30;myData.biz
44464;Lorette;Diminutive of Laura or Lora referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Female;English;3000;07.07.2016 10:18:41;myData.biz
44465;Lorette;Diminutive of Laura or Lora referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Male;English;3000;07.07.2016 10:18:46;myData.biz
44466;Lori;The laurel tree or sweet bay tree symbolic of honor and victory. Old name with many variants.;Female;English;249000;07.07.2016 10:18:55;myData.biz
44467;Loria;Modern variant of Lora and Laurie referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Female;English;10000;07.07.2016 10:19:04;myData.biz
44468;Loria;Modern variant of Lora and Laurie referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Male;English;10000;07.07.2016 10:19:10;myData.biz
44469;Lorian;Modern variant of Lora and Laurie referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Female;English;1000;07.07.2016 10:19:20;myData.biz
44470;Loriana;Modern variant of Lora and Laurie referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Female;English;1000;07.07.2016 10:19:30;myData.biz
44471;Loriann;Modern variant of Lora and Laurie referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Female;English;2000;07.07.2016 10:19:36;myData.biz
44472;Lorianne;Modern variant of Lora and Laurie referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Female;English;1000;07.07.2016 10:19:45;myData.biz
44473;Loriel;Modern variant of Lora and Laurie referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Female;English;347;07.07.2016 10:19:52;myData.biz
44474;Lorilee;Modern variant of Lora and Laurie referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Female;English;1000;07.07.2016 10:20:00;myData.biz
44475;Lorilynn;Modern variant of Lora and Laurie referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Female;English;185;07.07.2016 10:20:12;myData.biz
44476;Lorimar;Saddle maker;Male;English;442;07.07.2016 10:20:16;myData.biz
44477;Lorimer;Saddle maker;Male;English;3000;07.07.2016 10:20:24;myData.biz
44478;Lorin;Form of Lorenzo and Lawrence.;Male;English;9000;07.07.2016 10:20:31;myData.biz
44479;Lorin;Variant of Lawrence meaning from Laurentium.;Female;French;9000;07.07.2016 10:20:38;myData.biz
44480;Lorinda;Modern variant of Lora and Laurie referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Female;English;3000;07.07.2016 10:20:49;myData.biz
44481;Lorineus;myth name;Male;English;0;07.07.2016 10:20:54;myData.biz
44482;Loring;famous in battle;Male;German;5000;07.07.2016 10:21:06;myData.biz
44483;Loring;From Lorraine;Male;French;5000;07.07.2016 10:21:10;myData.biz
44484;Loris;Modern variant of Lora and Laurie referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Female;English;16000;07.07.2016 10:21:19;myData.biz
44485;Lorita;Variant of Laura referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Female;German;2000;07.07.2016 10:21:27;myData.biz
44486;Loritz;Laurel;Male;German;1000;07.07.2016 10:21:36;myData.biz
44487;Lorna;Feminine of Lorne from Loren referring to the laurel tree symbolic of honor or victory. Heroine of Blackmoore's novel Lorna Doone.;Female;Scottish;37000;07.07.2016 10:21:44;myData.biz
44488;Lorna;From Laurentium: the place of the laurel trees: place of honor and victory. Feminine of Lawrence.;Female;English;37000;07.07.2016 10:21:50;myData.biz
44489;Lorne;Form of Lawrence.;Male;Scottish;8000;07.07.2016 10:21:59;myData.biz
44490;Lornell;Form of Lawrence.;Male;Scottish;42;07.07.2016 10:22:09;myData.biz
44491;Lorraina;Derived from Lorraine which is the name of a province in France and a family name of French royalty.;Female;French;229;07.07.2016 10:22:17;myData.biz
44492;Lorraine;From Lorraine;Female;French;125000;07.07.2016 10:22:23;myData.biz
44493;Lorraine;made famous in battle;Female;German;125000;07.07.2016 10:22:30;myData.biz
44494;Lorren;Variant of Lawrence meaning from Laurentium.;Female;English;995;07.07.2016 10:22:40;myData.biz
44495;Lorren;Variant of Lawrence meaning from Laurentium.;Male;English;995;07.07.2016 10:22:46;myData.biz
44496;Lorrin;Variant of Lawrence meaning from Laurentium.;Female;English;515;07.07.2016 10:22:58;myData.biz
44497;Lorrina;Variant of Laura or Lora referring to the laurel tree or sweet bay tree symbolic of honor and victory.;Female;English;69;07.07.2016 10:23:06;myData.biz
44498;Loryn;Form of Lorenzo and Lawrence.;Male;English;1000;07.07.2016 10:23:12;myData.biz
44499;Loryn;Variant of Lawrence meaning from Laurentium.;Female;English;1000;07.07.2016 10:23:18;myData.biz
44500;Lot;name of a king;Male;Arthurian;40000;07.07.2016 10:23:27;myData.biz
44501;Lot;Name of a king;Male;Arthurian Legend;40000;07.07.2016 10:23:34;myData.biz
44502;Lot;Veiled;Male;Hebrew;40000;07.07.2016 10:23:42;myData.biz
44503;Lothair;Famous in battle;Male;German;119;07.07.2016 10:23:55;myData.biz
44504;Lothair;Fighter;Male;French;119;07.07.2016 10:23:58;myData.biz
44505;Lothar;Renowned warrior.;Male;German;7000;07.07.2016 10:24:07;myData.biz
44506;Lotharing;Famous in battle;Male;German;3;07.07.2016 10:24:15;myData.biz
44507;Lotte;Masculine;Female;German;26000;07.07.2016 10:24:23;myData.biz
44508;Lotus;flower;Female;Greek;75000;07.07.2016 10:24:32;myData.biz
44509;Lotus;lotus flower;Female;Egyptian;75000;07.07.2016 10:24:38;myData.biz
44510;Lotus;sybolizes perfection enlightenment and unfolding of spiritual wisdom;Female;"""arabic,indian,japanese";75000;07.07.2016 10:24:46;myData.biz
44511;Lotye;Tiny and womanly;Female;French;11;07.07.2016 10:24:57;myData.biz
44512;Louden;Wolf Valley.;Male;Old English;3000;07.07.2016 10:25:03;myData.biz
44513;Louella;Famous elf;Female;English;3000;07.07.2016 10:25:12;myData.biz
44514;Louella;Renowned fighter. Feminine of Louis.;Female;French;3000;07.07.2016 10:25:20;myData.biz
44515;Louellen;Combination of Lou and Ellen.;Female;English;110;07.07.2016 10:25:28;myData.biz
44516;Loughlin;Servant;Male;Irish;11000;07.07.2016 10:25:36;myData.biz
44517;Louis;Famous fighter;Male;German;1000000;07.07.2016 10:25:43;myData.biz
44518;Louis;famous in war;Male;French;1000000;07.07.2016 10:25:50;myData.biz
44519;Louis;Famous in war Form of Lawrence.;Male;French;1000000;07.07.2016 10:25:59;myData.biz
44520;Louis;Form of Lawrence.;Male;English;1000000;07.07.2016 10:26:06;myData.biz
44521;Louisa;Renowned fighter. Feminine of Louis.;Female;French;33000;07.07.2016 10:26:17;myData.biz
44522;Louisane;Renowned warrior;Female;German;10;07.07.2016 10:26:24;myData.biz
44523;Louise;Renowned fighter. Feminine of Louis.;Female;French;293000;07.07.2016 10:26:31;myData.biz
44524;Louise;Renowned warrior;Female;German;293000;07.07.2016 10:26:38;myData.biz
44525;Lourdes;Reference to the Virgin Mary;Female;Spanish;132000;07.07.2016 10:26:47;myData.biz
44526;Louredes;Reference to the Virgin Mary;Female;Spanish;38;07.07.2016 10:26:58;myData.biz
44527;Louvel;Little wolf;Male;French;530;07.07.2016 10:27:05;myData.biz
44528;Lov;Affection;Female;English;30000;07.07.2016 10:27:12;myData.biz
44529;Love;Affection;Female;English;3000000;07.07.2016 10:27:19;myData.biz
44530;Lovell;Dearly loved;Male;English;21000;07.07.2016 10:27:27;myData.biz
44531;Lovell;Young wolf.;Male;French;21000;07.07.2016 10:27:34;myData.biz
44532;Lovisa;Renowned warrior;Female;German;5000;07.07.2016 10:27:44;myData.biz
44533;Lowe;Little wolf;Male;French;192000;07.07.2016 10:27:51;myData.biz
44534;Lowell;dearly loved;Male;English;92000;07.07.2016 10:27:59;myData.biz
44535;Lowell;little wolf;Male;French;92000;07.07.2016 10:28:06;myData.biz
44536;Lowell;Young wolf.;Male;French;92000;07.07.2016 10:28:14;myData.biz
44537;Loxias;crooked;Male;Greek;48;07.07.2016 10:28:24;myData.biz
44538;Loyal;Faithful: unswerving.;Male;English;16000;07.07.2016 10:28:33;myData.biz
44539;Loyal;TRUE;Male;French;16000;07.07.2016 10:28:38;myData.biz
44540;Loyce;Renowned warrior;Female;German;1000;07.07.2016 10:28:47;myData.biz
44541;Lsss;Girl;Female;English;208;07.07.2016 10:28:56;myData.biz
44542;Lssse;Girl;Female;English;5;07.07.2016 10:29:03;myData.biz
44543;Luana;"content; happy";Female;Hawaiian;98000;07.07.2016 10:29:12;myData.biz
44544;Luana;Graceful battle maiden;Female;German;98000;07.07.2016 10:29:20;myData.biz
44545;Luana;graceful battle-maid;Female;German;98000;07.07.2016 10:29:26;myData.biz
44546;Luane;Graceful battle maiden;Female;German;3000;07.07.2016 10:29:36;myData.biz
44547;Lubabah;the innermost essence;Female;Arabic;68;07.07.2016 10:29:45;myData.biz
44548;Luc;Light: illumination. Form of Luke.;Male;French;105000;07.07.2016 10:29:51;myData.biz
44549;Lucan;brother of Arthur;Male;Arthurian;3000;07.07.2016 10:30:00;myData.biz
44550;Lucan;Brother of Arthur;Male;Arthurian Legend;3000;07.07.2016 10:30:09;myData.biz
44551;Lucan;joins;Male;Anglo;3000;07.07.2016 10:30:15;myData.biz
44552;Lucan;Joins;Male;Anglo-Saxon;3000;07.07.2016 10:30:23;myData.biz
44553;Lucas;Form of Luke light: illumination.;Male;English;744000;07.07.2016 10:30:32;myData.biz
44554;Lucas;light;Male;Gaelic;744000;07.07.2016 10:30:38;myData.biz
44555;Lucca;Bringer of light.;Male;Italian;30000;07.07.2016 10:30:47;myData.biz
44556;Lucena;Illumination. Mythological Roman goddess of childbirth and giver of first light to newborns. Also refers to Mary as Lady of the Light.;Female;Spanish;36000;07.07.2016 10:30:56;myData.biz
44557;Lucero;Spanish form of Luke light;Male;Spanish;59000;07.07.2016 10:31:04;myData.biz
44558;Lucette;light: illumination.;Female;French;1000;07.07.2016 10:31:12;myData.biz
44559;Luci;light: illumination.;Female;English;28000;07.07.2016 10:31:20;myData.biz
44560;Lucian;Form of Luke. Light: illumination.;Male;French;29000;07.07.2016 10:31:28;myData.biz
44561;Lucian;light;Male;Romanian;29000;07.07.2016 10:31:34;myData.biz
44562;Luciana;;Female;Italian;119000;07.07.2016 10:31:44;myData.biz
44563;Lucianna, Lucia;graceful light;Female;Italian;1;07.07.2016 10:31:50;myData.biz
44564;Luciano;Form of Luke. Light: illumination.;Male;Spanish;164000;07.07.2016 10:32:04;myData.biz
44565;Lucie;light: illumination.;Female;French;78000;07.07.2016 10:32:07;myData.biz
44566;Lucien;Form of Luke. Light: illumination.;Male;French;15000;07.07.2016 10:32:16;myData.biz
44567;Lucienne;Diminutive form of Lucia light: illumination.;Female;French;4000;07.07.2016 10:32:24;myData.biz
44568;Lucila;Diminutive form of Lucia light: illumination.;Female;Spanish;15000;07.07.2016 10:32:31;myData.biz
44569;Lucila;Diminutive form of Lucia light: illumination.;Male;Spanish;15000;07.07.2016 10:32:38;myData.biz
44570;Lucile;Light;Female;French;11000;07.07.2016 10:32:47;myData.biz
44571;Lucille;Light;Female;French;19000;07.07.2016 10:32:56;myData.biz
44572;Lucina;Illumination. Mythological Roman goddess of childbirth and giver of first light to newborns. Also refers to Mary as Lady of the Light.;Female;German;3000;07.07.2016 10:33:03;myData.biz
44573;Lucine;moon;Female;Armenian;826;07.07.2016 10:33:12;myData.biz
44574;Lucio;Spanish form of Luke light;Male;Spanish;50000;07.07.2016 10:33:20;myData.biz
44575;Lucita;Little light;Female;Spanish;1000;07.07.2016 10:33:30;myData.biz
44576;Lucius;a Roman emperor;Male;Arthurian;7000;07.07.2016 10:33:35;myData.biz
44577;Lucius;Form of Luke. Light: illumination.;Male;English;7000;07.07.2016 10:33:42;myData.biz
44578;Lucky;Fortunate. Lucky is also used as a nickname for Lucas and its variants.;Male;English;168000;07.07.2016 10:33:51;myData.biz
44579;Lucrece;From the Latin Lucretia Historically a Roman matron who committed suicide as a public protest against dishonor: from the Renaissance era - Lucrezia Borgia who was sister to Cesare Borgia.;Female;French;324;07.07.2016 10:33:59;myData.biz
44580;Lucrecia;Brings light;Female;Spanish;9000;07.07.2016 10:34:09;myData.biz
44581;Lucrezia;benefit;Female;Italian;6000;07.07.2016 10:34:16;myData.biz
44582;Lucy;light: illumination.;Female;English;265000;07.07.2016 10:34:23;myData.biz
44583;Lud;myth name;Male;English;7000;07.07.2016 10:34:32;myData.biz
44584;Ludkhannah;Graceful battle maiden;Female;German;1;07.07.2016 10:34:39;myData.biz
44585;Ludlow;From the prince's hill;Male;English;11000;07.07.2016 10:34:48;myData.biz
44586;Ludmila;loved by the people;Female;Czechoslovakian;107000;07.07.2016 10:34:55;myData.biz
44587;Ludmilla;beloved;Female;Slavic;7000;07.07.2016 10:35:04;myData.biz
44588;Luduvico;Famous fighter;Male;German;71;07.07.2016 10:35:13;myData.biz
44589;Ludwig;famous fighter;Male;German;87000;07.07.2016 10:35:20;myData.biz
44590;Ludwik;Famous fighter;Male;German;793;07.07.2016 10:35:28;myData.biz
44591;Lueius;A Roman emperor;Male;Arthurian Legend;0;07.07.2016 10:35:34;myData.biz
44592;Luell;Famous elf;Female;English;186;07.07.2016 10:35:45;myData.biz
44593;Luella;Famous elf;Female;English;3000;07.07.2016 10:35:52;myData.biz
44594;Luella;Feminine of Louis.;Female;Spanish;3000;07.07.2016 10:35:58;myData.biz
44595;Luete;Of the people;Female;German;21;07.07.2016 10:36:10;myData.biz
44596;Lufian;love;Male;Anglo;379;07.07.2016 10:36:18;myData.biz
44597;Lufian;Love;Male;Anglo-Saxon;379;07.07.2016 10:36:22;myData.biz
44598;Lufti;Kind;Male;Arabic;435;07.07.2016 10:36:34;myData.biz
44599;Lugaidh;Famous warrior;Male;Irish;2;07.07.2016 10:36:39;myData.biz
44600;Lughaidh;Famous fighter;Male;German;122;07.07.2016 10:36:50;myData.biz
44601;Luighseach;Torch bringer;Female;Irish;9;07.07.2016 10:36:56;myData.biz
44602;Luigi;Famous fighter;Male;German;266000;07.07.2016 10:37:03;myData.biz
44603;Luigina;well-born;Female;Greek;1000;07.07.2016 10:37:12;myData.biz
44604;Luiginw;Famous fighter;Male;German;2;07.07.2016 10:37:19;myData.biz
44605;Luijzika;Renowned warrior;Female;German;5;07.07.2016 10:37:28;myData.biz
44606;Luis;Famous fighter;Male;German;2000000;07.07.2016 10:37:36;myData.biz
44607;Luis;Form of Louis.;Male;Spanish;2000000;07.07.2016 10:37:42;myData.biz
44608;Luisa;Italian form of Louise (renowned warrior);Female;Italian;201000;07.07.2016 10:37:51;myData.biz
44609;Luisa;Spanish form of Louise famous in war;Female;Spanish;201000;07.07.2016 10:37:58;myData.biz
44610;Luise;Renowned warrior;Female;German;10000;07.07.2016 10:38:08;myData.biz
44611;Luiza;famous in war;Female;Romanian;115000;07.07.2016 10:38:15;myData.biz
44612;Luiza;Feminine of Louis.;Female;Spanish;115000;07.07.2016 10:38:22;myData.biz
44613;Lujza;myth name;Female;Hungarian;305;07.07.2016 10:38:31;myData.biz
44614;Lujza;Renowned warrior;Female;German;305;07.07.2016 10:38:38;myData.biz
44615;Lukacs;Hungarian form of Lucas (light);Male;Hungarian;4000;07.07.2016 10:38:49;myData.biz
44616;Lukas;Bringer of light. Variant of Lucas.;Male;English;111000;07.07.2016 10:38:54;myData.biz
44617;Luki;Famous fighter;Male;German;24000;07.07.2016 10:39:05;myData.biz
44618;Lukina;graceful and bright;Female;Slavic;12000;07.07.2016 10:39:10;myData.biz
44619;Lukman;a prophet;Male;Egyptian;26000;07.07.2016 10:39:19;myData.biz
44620;Luloah;a pearl;Female;Arabic;9;07.07.2016 10:39:27;myData.biz
44621;Lulu;Pet form of the names Louise or Louella.;Female;English;98000;07.07.2016 10:39:36;myData.biz
44622;Lulu;Rabbit;Female;Native American;98000;07.07.2016 10:39:42;myData.biz
44623;Lulu;"Swahili and Muslim name meaning &quot;pearl&quot; or &quot;precious.&quot;";Female;African;98000;07.07.2016 10:39:53;myData.biz
44624;Lu'lu';pearls;Female;Arabic;44000;07.07.2016 10:39:59;myData.biz
44625;Lulwa;Pearl;Female;Arabic;1000;07.07.2016 10:40:09;myData.biz
44626;Luminita;little light;Female;Romanian;7000;07.07.2016 10:40:16;myData.biz
44627;Lumumba;"Congolese name meaning &quot;gifted.&quot;";Male;African;2000;07.07.2016 10:40:24;myData.biz
44628;Lun;Strong;Male;Irish;18000;07.07.2016 10:40:32;myData.biz
44629;Luna;Moon;Female;Spanish;338000;07.07.2016 10:40:38;myData.biz
44630;Lunden;from London;Male;Anglo;2000;07.07.2016 10:40:48;myData.biz
44631;Lunden;From London;Male;Anglo-Saxon;2000;07.07.2016 10:40:57;myData.biz
44632;Lundie;From the island grove;Male;Scottish;839;07.07.2016 10:41:04;myData.biz
44633;Lundy;born on Monday;Female;French;14000;07.07.2016 10:41:11;myData.biz
44634;Lundy;From the island grove;Male;Scottish;14000;07.07.2016 10:41:19;myData.biz
44635;Lundy;Monday;Female;French;14000;07.07.2016 10:41:26;myData.biz
44636;Luned;servant of Laudine;Female;Arthurian;88;07.07.2016 10:41:37;myData.biz
44637;Luned;Servant of Laudine;Female;Arthurian Legend;88;07.07.2016 10:41:43;myData.biz
44638;Lunet;Servant of Laudine;Female;Arthurian Legend;602;07.07.2016 10:41:52;myData.biz
44639;Lunete;Servant of Laudine;Female;Arthurian Legend;20;07.07.2016 10:42:02;myData.biz
44640;Lunetta;little moon;Female;Italian;1000;07.07.2016 10:42:09;myData.biz
44641;Lunn;Strong;Male;Irish;9000;07.07.2016 10:42:15;myData.biz
44642;Lupe;Wolf;Female;Spanish;23000;07.07.2016 10:42:24;myData.biz
44643;Lupita;Abbreviation of Guadalupe.;Female;Spanish;40000;07.07.2016 10:42:32;myData.biz
44644;Luqman;a prophet's name;Male;Arabic;16000;07.07.2016 10:42:39;myData.biz
44645;Lur;Earth;Female;Spanish;2000;07.07.2016 10:42:50;myData.biz
44646;Lurleen;Temptress;Female;German;728;07.07.2016 10:42:58;myData.biz
44647;Lurlene;Temptress;Female;German;699;07.07.2016 10:43:07;myData.biz
44648;Lurlina;Temptress;Female;German;3;07.07.2016 10:43:11;myData.biz
44649;Lurline;Temptress;Female;German;804;07.07.2016 10:43:21;myData.biz
44650;Lusala;"Luhya of Kenya name meaning &quot;whip.&quot;";Male;African;124;07.07.2016 10:43:32;myData.biz
44651;Luthais;famous in battle;Male;Gaelic;11;07.07.2016 10:43:36;myData.biz
44652;Luthais;Famous warrior;Male;Scottish;11;07.07.2016 10:43:42;myData.biz
44653;Luther;Renowned warrior.;Male;German;65000;07.07.2016 10:43:51;myData.biz
44654;Lutz;Famous fighter;Male;German;42000;07.07.2016 10:44:00;myData.biz
44655;Luvena;Little beloved one;Female;English;284;07.07.2016 10:44:08;myData.biz
44656;Luvenia;Derived from the Roman given name Levinia.;Female;Spanish;888;07.07.2016 10:44:17;myData.biz
44657;Luvina;Derived from the Roman given name Levinia.;Female;Spanish;356;07.07.2016 10:44:24;myData.biz
44658;Luvina;Little beloved one;Female;English;356;07.07.2016 10:44:30;myData.biz
44659;Luvyna;Little beloved one;Female;English;10;07.07.2016 10:44:40;myData.biz
44660;Luxman;Loyal and sincere.;Male;Indian;582;07.07.2016 10:44:48;myData.biz
44661;Luxovious;myth name (god of Luxeuil);Male;Celtic;3;07.07.2016 10:44:55;myData.biz
44662;Luxovious;Mythical god of Luxeuil;Male;Celtic;3;07.07.2016 10:45:02;myData.biz
44663;Luyu;Wild dove;Female;Native American;178;07.07.2016 10:45:13;myData.biz
44664;Luz;Brings light;Female;Spanish;226000;07.07.2016 10:45:19;myData.biz
44665;Luzige;locust;Male;Egyptian;51;07.07.2016 10:45:30;myData.biz
44666;Lyall;Surname meaning loyal.;Male;Scottish;4000;07.07.2016 10:45:36;myData.biz
44667;Lyam;Form of William.;Male;Irish;130;07.07.2016 10:45:46;myData.biz
44668;Lyani;;Female;Unknown;364;07.07.2016 10:45:53;myData.biz
44669;Lycaon;myth name (a king of Arcadia);Male;Greek;402;07.07.2016 10:46:00;myData.biz
44670;Lycomedes;myth name (a king of Scyros);Male;Greek;5;07.07.2016 10:46:08;myData.biz
44671;Lycoris;twilight;Female;Greek;527;07.07.2016 10:46:17;myData.biz
44672;Lycurgus;myth name (a king of the Edones);Male;Greek;120;07.07.2016 10:46:27;myData.biz
44673;Lydell;A surname often used as a given name.;Male;Scottish;941;07.07.2016 10:46:32;myData.biz
44674;Lydell;From the open dell;Male;English;941;07.07.2016 10:46:39;myData.biz
44675;Lydia;Beauty;Female;Greek;122000;07.07.2016 10:46:47;myData.biz
44676;Lydia;from Lydia;Female;Greek;122000;07.07.2016 10:46:54;myData.biz
44677;Lyel;Surname meaning loyal.;Male;Scottish;105;07.07.2016 10:47:05;myData.biz
44678;Lyfing;Dearly loved;Male;English;8;07.07.2016 10:47:11;myData.biz
44679;Lyla;Feminine of Lyle from the island. Variant of Delilah.;Female;English;8000;07.07.2016 10:47:20;myData.biz
44680;Lylah;"""Love, Cherish, Flowers. Beautiful one, clever one, special.""";Female;Unknown;443;07.07.2016 10:47:28;myData.biz
44681;Lyle;from the island;Male;French;31000;07.07.2016 10:47:35;myData.biz
44682;Lyle;Islander.;Male;French;31000;07.07.2016 10:47:42;myData.biz
44683;Lylia;Variant of Lillian derived from the flower name Lily. Symbol of innocence: purity: beauty.;Female;American;835;07.07.2016 10:47:52;myData.biz
44684;Lyman;from the valley;Male;English;15000;07.07.2016 10:48:00;myData.biz
44685;Lyn;"&quot;A cascade.&quot;Variants include Lynn, Linn, Lynna, and Lynne.";Female;Anglo;77000;07.07.2016 10:48:07;myData.biz
44686;Lyn;A cascade;Female;Anglo-Saxon;77000;07.07.2016 10:48:14;myData.biz
44687;Lyn;Dwells by the torrent;Male;Anglo-Saxon;77000;07.07.2016 10:48:22;myData.biz
44688;Lyn;Waterfall;Female;English;77000;07.07.2016 10:48:30;myData.biz
44689;Lynceus;myth name (an Argonaut);Male;Greek;38;07.07.2016 10:48:43;myData.biz
44690;Lynd;Lives by the linden tree;Male;English;2000;07.07.2016 10:48:47;myData.biz
44691;Lynda;Variant of Linda. lime tree: linden tree: beautiful.;Female;English;52000;07.07.2016 10:48:55;myData.biz
44692;Lyndall;Variant of Linda. lime tree: linden tree: beautiful.;Female;English;790;07.07.2016 10:49:03;myData.biz
44693;Lyndee;Variant of Linda. lime tree: linden tree: beautiful.;Female;English;697;07.07.2016 10:49:15;myData.biz
44694;Lyndi;Variant of Linda. lime tree: linden tree: beautiful.;Female;English;1000;07.07.2016 10:49:20;myData.biz
44695;Lyndon;Lives by the linden tree;Male;English;16000;07.07.2016 10:49:32;myData.biz
44696;Lyndsay;Variant of Lindsey from the linden tree island;Female;English;10000;07.07.2016 10:49:36;myData.biz
44697;Lyndsey;A lake: a place of linden trees.;Female;English;18000;07.07.2016 10:49:43;myData.biz
44698;Lyndsey;A lake: a place of linden trees.;Female;Scottish;18000;07.07.2016 10:49:50;myData.biz
44699;Lyndsie;Variant of Lindsey from the linden tree island;Female;English;1000;07.07.2016 10:50:00;myData.biz
44700;Lyndsie;Variant of Lindsey from the linden tree island;Male;English;1000;07.07.2016 10:50:06;myData.biz
44701;Lynee;;Female;Unknown;619;07.07.2016 10:50:16;myData.biz
44702;Lynelle;Variant of ancient Welsh given name. In Arthurian legend Lynette accompanied Sir Gareth on a knightly quest.;Female;Arthurian Legend;2000;07.07.2016 10:50:23;myData.biz
44703;Lynelle;Variant of ancient Welsh given name. In Arthurian legend Lynette accompanied Sir Gareth on a knightly quest.;Female;English;2000;07.07.2016 10:50:30;myData.biz
44704;Lynessa;Variant of ancient Welsh given name. In Arthurian legend Lynette accompanied Sir Gareth on a knightly quest.;Female;Arthurian Legend;115;07.07.2016 10:50:41;myData.biz
44705;Lynessa;Variant of ancient Welsh given name. In Arthurian legend Lynette accompanied Sir Gareth on a knightly quest.;Female;English;115;07.07.2016 10:50:47;myData.biz
